"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR96228"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_1486 or Yarrowia_keelungensis@Seq_645"	"Yarrowia_keelungensis@Seq_645 or Yarrowia_keelungensis@Seq_1486"	"Yarrowia_keelungensis@Seq_1486;Yarrowia_keelungensis@Seq_645"	"Yarrowia_keelungensis@Seq_1486;Yarrowia_keelungensis@Seq_645"
"MNXR107374"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_923"	NA	""	"Yarrowia_keelungensis@Seq_923"
"MNXR107386"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_3349 or Yarrowia_keelungensis@Seq_5775 or Yarrowia_keelungensis@Seq_523 or Yarrowia_keelungensis@Seq_407 or Yarrowia_keelungensis@Seq_3032 or Yarrowia_keelungensis@Seq_847 or Yarrowia_keelungensis@Seq_199 or Yarrowia_keelungensis@Seq_6268 or Yarrowia_keelungensis@Seq_5304 or Yarrowia_keelungensis@Seq_4966 or Yarrowia_keelungensis@Seq_2541"	NA	""	"Yarrowia_keelungensis@Seq_3349;Yarrowia_keelungensis@Seq_5775;Yarrowia_keelungensis@Seq_523;Yarrowia_keelungensis@Seq_407;Yarrowia_keelungensis@Seq_3032;Yarrowia_keelungensis@Seq_847;Yarrowia_keelungensis@Seq_199;Yarrowia_keelungensis@Seq_6268;Yarrowia_keelungensis@Seq_5304;Yarrowia_keelungensis@Seq_4966;Yarrowia_keelungensis@Seq_2541"
"MNXR96811"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_2383"	"Yarrowia_keelungensis@Seq_2383"	"Yarrowia_keelungensis@Seq_2383"	"Yarrowia_keelungensis@Seq_2383"
"MNXR107393"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_5433 or Yarrowia_keelungensis@Seq_3898 or Yarrowia_keelungensis@Seq_5312 or Yarrowia_keelungensis@Seq_828 or Yarrowia_keelungensis@Seq_955 or Yarrowia_keelungensis@Seq_927 or Yarrowia_keelungensis@Seq_1117"	NA	""	"Yarrowia_keelungensis@Seq_5433;Yarrowia_keelungensis@Seq_3898;Yarrowia_keelungensis@Seq_5312;Yarrowia_keelungensis@Seq_828;Yarrowia_keelungensis@Seq_955;Yarrowia_keelungensis@Seq_927;Yarrowia_keelungensis@Seq_1117"
"MNXR97399"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_6309 or Yarrowia_keelungensis@Seq_3769"	NA	""	"Yarrowia_keelungensis@Seq_6309;Yarrowia_keelungensis@Seq_3769"
"MNXR97400"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_6309 or Yarrowia_keelungensis@Seq_3769"	NA	""	"Yarrowia_keelungensis@Seq_6309;Yarrowia_keelungensis@Seq_3769"
"MNXR97403"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_5134"	NA	""	"Yarrowia_keelungensis@Seq_5134"
"MNXR107398"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_126 or Yarrowia_keelungensis@Seq_1742 or Yarrowia_keelungensis@Seq_2718"	NA	""	"Yarrowia_keelungensis@Seq_126;Yarrowia_keelungensis@Seq_1742;Yarrowia_keelungensis@Seq_2718"
"MNXR107400"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_1387 or Yarrowia_keelungensis@Seq_4720 or Yarrowia_keelungensis@Seq_1758 or Yarrowia_keelungensis@Seq_2423 or Yarrowia_keelungensis@Seq_352 or Yarrowia_keelungensis@Seq_857"	NA	""	"Yarrowia_keelungensis@Seq_1387;Yarrowia_keelungensis@Seq_4720;Yarrowia_keelungensis@Seq_1758;Yarrowia_keelungensis@Seq_2423;Yarrowia_keelungensis@Seq_352;Yarrowia_keelungensis@Seq_857"
"MNXR101495"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_1173"	NA	""	"Yarrowia_keelungensis@Seq_1173"
"MNXR106954"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_3757 or Yarrowia_keelungensis@Seq_2423 or Yarrowia_keelungensis@Seq_352 or Yarrowia_keelungensis@Seq_2358 or Yarrowia_keelungensis@Seq_2223"	NA	""	"Yarrowia_keelungensis@Seq_3757;Yarrowia_keelungensis@Seq_2423;Yarrowia_keelungensis@Seq_352;Yarrowia_keelungensis@Seq_2358;Yarrowia_keelungensis@Seq_2223"
"MNXR107407"	"RAVEN_kegg;RAVEN_biocyc"	"Yarrowia_keelungensis@Seq_5550"	"Yarrowia_keelungensis@Seq_5679"	""	"Yarrowia_keelungensis@Seq_5550;Yarrowia_keelungensis@Seq_5679"
"MNXR107411"	"RAVEN_kegg"	"Yarrowia_keelungensis@Seq_3349 or Yarrowia_keelungensis@Seq_5775 or Yarrowia_keelungensis@Seq_523 or Yarrowia_keelungensis@Seq_407 or Yarrowia_keelungensis@Seq_3032 or Yarrowia_keelungensis@Seq_847 or Yarrowia_keelungensis@Seq_199 or Yarrowia_keelungensis@Seq_6268 or Yarrowia_keelungensis@Seq_5304 or Yarrowia_keelungensis@Seq_4966 or Yarrowia_keelungensis@Seq_2541"	NA	""	"Yarrowia_keelungensis@Seq_3349;Yarrowia_keelungensis@Seq_5775;Yarrowia_keelungensis@Seq_523;Yarrowia_keelungensis@Seq_407;Yarrowia_keelungensis@Seq_3032;Yarrowia_keelungensis@Seq_847;Yarrowia_keelungensis@Seq_199;Yarrowia_keelungensis@Seq_6268;Yarrowia_keelungensis@Seq_5304;Yarrowia_keelungensis@Seq_4966;Yarrowia_keelungensis@Seq_2541"
