"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"MNXR117323"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_1186"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_1186"
"MNXR116826"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_3721"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_3721"
"MNXR101266"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_323 or yHMPu5000034883_Peterozyma_xylosa@Seq_523 or yHMPu5000034883_Peterozyma_xylosa@Seq_1868 or yHMPu5000034883_Peterozyma_xylosa@Seq_3065 or yHMPu5000034883_Peterozyma_xylosa@Seq_3414 or yHMPu5000034883_Peterozyma_xylosa@Seq_3843 or yHMPu5000034883_Peterozyma_xylosa@Seq_3993 or yHMPu5000034883_Peterozyma_xylosa@Seq_5189"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_323;yHMPu5000034883_Peterozyma_xylosa@Seq_523;yHMPu5000034883_Peterozyma_xylosa@Seq_1868;yHMPu5000034883_Peterozyma_xylosa@Seq_3065;yHMPu5000034883_Peterozyma_xylosa@Seq_3414;yHMPu5000034883_Peterozyma_xylosa@Seq_3843;yHMPu5000034883_Peterozyma_xylosa@Seq_3993;yHMPu5000034883_Peterozyma_xylosa@Seq_5189"
"metacyc:RXN-19792"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_817"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_817"
"MNXR116078"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_218 or yHMPu5000034883_Peterozyma_xylosa@Seq_606 or yHMPu5000034883_Peterozyma_xylosa@Seq_1057 or yHMPu5000034883_Peterozyma_xylosa@Seq_2487 or yHMPu5000034883_Peterozyma_xylosa@Seq_3463 or yHMPu5000034883_Peterozyma_xylosa@Seq_3864 or yHMPu5000034883_Peterozyma_xylosa@Seq_4888 or yHMPu5000034883_Peterozyma_xylosa@Seq_5122"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_218;yHMPu5000034883_Peterozyma_xylosa@Seq_606;yHMPu5000034883_Peterozyma_xylosa@Seq_1057;yHMPu5000034883_Peterozyma_xylosa@Seq_2487;yHMPu5000034883_Peterozyma_xylosa@Seq_3463;yHMPu5000034883_Peterozyma_xylosa@Seq_3864;yHMPu5000034883_Peterozyma_xylosa@Seq_4888;yHMPu5000034883_Peterozyma_xylosa@Seq_5122"
"MNXR116800"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_542 or yHMPu5000034883_Peterozyma_xylosa@Seq_4686"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_542;yHMPu5000034883_Peterozyma_xylosa@Seq_4686"
"MNXR116065"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_1739"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_1739"
"metacyc:RXN-19707"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_24 or yHMPu5000034883_Peterozyma_xylosa@Seq_5944"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_24;yHMPu5000034883_Peterozyma_xylosa@Seq_5944"
"MNXR105347"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_4185"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_4185"
"MNXR104238"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_4185"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_4185"
"MNXR116784"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_1029 or yHMPu5000034883_Peterozyma_xylosa@Seq_2954"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_1029;yHMPu5000034883_Peterozyma_xylosa@Seq_2954"
"MNXR118263"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_919 or yHMPu5000034883_Peterozyma_xylosa@Seq_2405"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_919;yHMPu5000034883_Peterozyma_xylosa@Seq_2405"
"metacyc:RXN-19627"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_4940"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_4940"
